Protein_ID,Vina_Score,FlexX_Score,HYDE_Lower_nM,HYDE_Upper_nM,FlexX_Poses
clean_3R8G,-8.3,-12.51,18792.656779,1867161.561956,10
clean_3SML,-8.3,-4.44,17.65264,1753.894149,7
clean_3TJM,-8.3,-11.83,100.142817,9949.780949,10
clean_3TWX,-8.3,-8.78,35114251.958153,3488808543.930697,10
clean_3UN9,-8.3,-12.26,426.543765,42379.645002,10
clean_3ZGF,-8.3,-7.16,54504.232152,5415317.718794,4
clean_4DBS,-8.3,-2.90,118549275.375094,11778571427.303133,10
clean_4DBW,-8.3,-14.09,6936.230582,689155.518565,10
clean_4DZ5,-8.3,-13.89,20820.341695,2068624.04698,10
clean_4FAL,-8.3,-13.07,409513.740225,40687611.328236,10
clean_4HMN,-8.3,-5.33,495162276.241388,49197299775.65522,10
clean_4HYF,-8.3,-10.01,67967.11826,6752935.052584,10
clean_4ICC,-8.3,-6.80,292075.232726,29019401.256776,9
clean_4IJU,-8.3,-10.07,15.243416,1514.52347,10
clean_4L4L,-8.3,-0.44,4158310445.689036,413152728656.315979,10
clean_4L6A,-8.3,-7.28,259117.425186,25744848.215706,10
clean_4LVG,-8.3,-8.34,73059.479775,7258891.277449,10
clean_4M6P,-8.3,-8.42,169462967.505023,16837147765.983009,10
clean_4MYQ,-8.3,-13.45,0.773011,76.803207,10
clean_4P4F,-8.3,-13.65,8951823.955799,889416637.38058,10
clean_4PJB,-8.3,-2.02,686.475684,68205.418011,5
clean_4RMH,-8.3,-8.09,32.282907,3207.497651,10
clean_4UH6,-8.3,-10.19,41.569614,4130.186966,10
clean_4WDU,-8.3,-9.24,7851083547.981781,780051569771.601929,10
clean_4WO5,-8.3,-2.34,46617.507337,4631724.97842,4
clean_4X3O,-8.3,2.46,113653790579.49646,11292176068463.708984,3
clean_5BO6,-8.3,-5.38,35230981602295.28125,3500406324236536.0,5
clean_5FSM,-8.3,-4.13,1874.428804,186235.584227,10
clean_5G4C,-8.3,-11.98,0.511764,50.846758,10
clean_5HK1,-8.3,-7.05,3.58043,355.736879,10
clean_5LX5,-8.3,0.01,1409591313.289052,140051231138.68692,10
clean_5N67,-8.3,5.16,535.406729,53195.824095,9
clean_5Q11,-8.3,-10.53,2.4665,245.061383,10
clean_5SDZ,-8.3,-2.60,25801.693936,2563550.844278,10
clean_5UO2,-8.3,-7.90,512.249299,50894.996535,10
clean_5W4V,-8.3,-3.52,4.715539,468.516706,10
clean_5Y3N,-8.3,-11.12,471.892831,46885.342814,10
clean_5YQN,-8.3,-7.90,68.7363,6829.3578,10
clean_5YQO,-8.3,-8.19,442.365958,43951.673419,10
clean_6AUY,-8.3,-12.38,58.851254,5847.220043,10
clean_6AV3,-8.3,-10.20,70.285591,6983.288999,10
clean_6CIC,-8.3,-9.53,32.906756,3269.48081,10
clean_6EQM,-8.3,-6.55,22938832.438585,2279108627.884342,10
clean_6F20,-8.3,-4.31,317449.769018,31540511.463493,10
clean_6G39,-8.3,-4.67,5881.657021,584377.400108,10
clean_6GEV,-8.3,-7.74,13.374804,1328.86589,10
clean_6GLM,-8.3,-2.64,13178.344215,1309346.4143,10
clean_6GZM,-8.3,-2.88,1110709.060163,110355512.158866,10
clean_6HHH,-8.3,-11.03,56098.189135,5573686.769287,10
clean_6IMZ,-8.3,-12.72,3167.312315,314691.205143,10
clean_6JVR,-8.3,-8.28,70553.309315,7009888.424583,4
clean_6NG1,-8.3,-11.02,95.245352,9463.188809,10
clean_6OO9,-8.3,-4.66,1358.536197,134978.603463,10
clean_6PND,-8.3,-9.00,16.971471,1686.216031,10
clean_6PUC,-8.3,NA,NA,NA,2
clean_6X3S,-8.3,-2.77,184645.171351,18345589.482379,10
clean_6XKG,-8.3,NA,NA,NA,1
clean_6Z59,-8.3,-2.81,58704462.081688,5832635396.064471,10
clean_7AH5,-8.3,-1.03,4297.110334,426943.318194,10
clean_7AXA,-8.3,-8.16,274.810334,27304.03152,10
clean_7C7F,-8.3,-9.94,38399849.827,3815252118.19263,10
clean_7CO8,-8.3,-4.06,2611065.817321,259424826.793701,10
clean_7F2K,-8.3,-8.39,3381549.377295,335976923.936511,10
clean_7F2M,-8.3,-6.97,3952.73489,392727.581746,10
clean_7MX7,-8.3,-6.48,239.500744,23795.814948,10
clean_7MXN,-8.3,0.71,2712.400551,269493.031712,10
clean_7N70,-8.3,-12.77,391.18769,38866.809875,10
clean_7NBJ,-8.3,-5.70,290590.218548,28871856.318088,10
clean_7OKU,-8.3,5.82,77698.734705,7719828.684225,3
clean_7PPG,-8.3,-9.33,137601.488883,13671521.484907,10
clean_7TS1,-8.3,-11.81,8.543096,848.807109,10
clean_7TS4,-8.3,-12.05,1802.051758,179044.496763,10
clean_7TS5,-8.3,-10.53,11102.706598,1103119.544901,10
clean_7UMG,-8.3,-0.40,3212248.440191,319155874.848866,3
clean_7XAA,-8.3,-9.64,975003.537946,96872366.172053,10
clean_8C3O,-8.3,-11.33,793.196167,78808.728918,10
clean_8CK4,-8.3,-8.53,0.021809,2.166826,10
clean_8E9W,-8.3,-8.69,839.838728,83442.943157,10
clean_8SVR,-8.3,-2.71,64088921.329414,6367613257.768609,10
clean_8XYD,-8.3,-11.48,790431.670688,78534059.884787,10
clean_1K74,-8.2,-5.17,121.642298,12085.881495,10
clean_1LCF,-8.2,-3.49,5119815628.235489,508683953410.85199,10
clean_1PY5,-8.2,-14.50,1162.305517,115481.925249,10
clean_1Q1Q,-8.2,-4.45,1364833134.437642,135604241438.502701,10
clean_1RKP,-8.2,-8.66,144212.836953,14328398.00508,10
clean_1S1R,-8.2,-12.76,1328613.426442,132005599.30132,10
clean_1S2C,-8.2,-4.19,8631460677.157354,857586651509.936646,10
clean_1Z4L,-8.2,-10.15,6705668899.832501,666247852250.608887,10
clean_1Z4M,-8.2,-12.48,802.044846,79687.897499,10
clean_1ZRH,-8.2,-2.36,160467988.889194,15943443457.977909,8
clean_2A14,-8.2,-12.07,1082.334543,107536.336133,10
clean_2E2R,-8.2,-3.95,0.585628,58.185609,2
clean_2EFK,-8.2,-2.77,20153127.060138,2002332328.141981,10
clean_2GPV,-8.2,-3.36,2.536301,251.996456,10
clean_2H59,-8.2,-0.00,6742792.108861,669936262.557393,7
clean_2JBK,-8.2,-15.35,140757173.470702,13985057406.586847,10
clean_2OR4,-8.2,-15.26,4504090.425831,447508014.096441,10
clean_2Q5S,-8.2,-5.12,3159308.010883,313895930.188499,10
clean_3AKM,-8.2,-8.42,20652.457187,2051943.728539,10
clean_3BI0,-8.2,-10.47,546925127.005169,54340245045.231422,10
clean_3D7G,-8.2,-11.71,16577595.178531,1647082095.486758,10
clean_3DHD,-8.2,-9.27,79333999.517932,7882301911.833586,10
clean_3G45,-8.2,-7.97,79120.982165,7861137.378368,10
clean_3G58,-8.2,-1.59,21065.28459,2092960.571835,10
clean_3HR4,-8.2,-10.15,95885602.494304,9526801528.357801,10
clean_3JTC,-8.2,-6.02,18.106072,1798.945296,10
clean_3KKT,-8.2,-10.49,3993.452222,396773.089371,10
clean_3KRJ,-8.2,-4.97,1616.67519,160626.238701,10
clean_3LGP,-8.2,NA,NA,NA,0
clean_3N7R,-8.2,-12.15,138674.728221,13778154.158665,10
clean_3NXX,-8.2,-1.30,137792770.488148,13690526443.332548,10
clean_3NXY,-8.2,-2.84,18832.765756,1871146.62594,10
clean_3PSB,-8.2,-8.21,116.682398,11593.086117,10
clean_3PSD,-8.2,-7.14,20381.783004,2025050.648055,10
clean_3R6I,-8.2,3.92,508081099301439.625,50480861228798304.0,6
clean_3R7M,-8.2,-14.26,3746.027627,372189.992998,10
clean_3S3V,-8.2,-8.08,88.991425,8841.824207,10
clean_3T7N,-8.2,-5.65,536406.658526,53295173.011677,10
clean_3TWW,-8.2,-6.85,190672191.033184,18944409522.359451,10
clean_3UWE,-8.2,-5.17,166941388.401061,16586613973.248814,10
clean_3V0O,-8.2,-3.50,74980.85013,7449790.782299,10
clean_3WFF,-8.2,-5.93,2444.016248,242827.464375,10
clean_3WFG,-8.2,1.37,1166.363098,115885.069889,2
clean_4AT3,-8.2,NA,NA,NA,2
clean_4BG1,-8.2,NA,NA,NA,0
clean_4BL9,-8.2,-7.10,81784.397657,8125763.454882,10
clean_4C5W,-8.2,NA,NA,NA,1
clean_4H7C,-8.2,-10.19,14469986868.814125,1437678748749.843262,10
clean_4JV6,-8.2,-10.38,0.00947,0.940893,10
clean_4K1L,-8.2,-3.03,15165.438501,1506775.980269,10
clean_4K84,-8.2,-1.37,5.342177,530.776886,10
clean_4LWW,-8.2,1.35,1137420084.805876,113009410385.226334,10
clean_4MUM,-8.2,-5.31,311615560.222729,30960848325.131187,10
clean_4NFL,-8.2,-9.64,160570.584115,15953636.900203,10
clean_4NQC,-8.2,-6.62,5939662.984467,590140635.573631,2
clean_4O28,-8.2,-0.22,75517.595405,7503119.598841,10
clean_4OC4,-8.2,-12.45,3010943.600581,299155048.82517,10
clean_4OEX,-8.2,-12.12,537.844758,53438.056735,10
clean_4P4B,-8.2,-4.74,706236.093779,70168731.515241,10
clean_4PJ9,-8.2,-7.27,97625.370093,9699657.725566,5
clean_4QYN,-8.2,-7.82,6.698181,665.503867,10
clean_4RMD,-8.2,-0.72,0.66447,66.018977,10
clean_4WDT,-8.2,-9.09,13996718.166849,1390656705.023547,10
clean_4WRH,-8.2,-11.29,8793690.875741,873705180.920089,10
clean_4XUE,-8.2,-4.03,4382944.598354,435471459.865755,7
clean_4XV3,-8.2,-4.41,22.726839,2258.04581,2
clean_4XVE,-8.2,-12.31,563564908.444795,55993505713.432205,10
clean_4ZFC,-8.2,-9.49,4005.777887,397997.717119,10
clean_5AVI,-8.2,-10.15,30.000393,2980.716385,10
clean_5BYZ,-8.2,-5.49,9932.888924,986891.242536,10
clean_5HNT,-8.2,-6.61,26308216695.13253,2613876875148.651367,10
clean_5HSR,-8.2,-4.16,21301.076245,2116387.866823,10
clean_5IV3,-8.2,2.79,422.412506,41969.179957,2
clean_5IV4,-8.2,-5.11,9491.01244,942988.20122,10
clean_5LXA,-8.2,-7.19,21.375675,2123.79972,10
clean_5M7M,-8.2,-6.20,215713.401421,21432401.829772,10
clean_5MWP,-8.2,-6.90,3.236321,321.547598,10
clean_5NGR,-8.2,-3.21,11817.110138,1174099.760503,2
clean_5OTM,-8.2,-1.38,6297.824069,625726.056934,2
clean_5U43,-8.2,-9.91,29418.980975,2922949.698676,10
clean_5UO3,-8.2,-10.27,10.360424,1029.369388,10
clean_5UO4,-8.2,-9.24,470.302345,46727.318592,10
clean_5UWG,-8.2,-8.59,1603.127281,159280.173852,10
clean_6AA3,-8.2,-10.49,790.10308,78501.412442,10
clean_6AV4,-8.2,-12.02,723964.264588,71930130.102291,10
clean_6AV5,-8.2,-9.66,442.819562,43996.741647,10
clean_6CVQ,-8.2,-11.65,285460.813441,28362219.593304,10
clean_6E46,-8.2,-3.40,92.532355,9193.636607,10
clean_6E7F,-8.2,-3.89,119064311.285671,11829743290.152248,10
clean_6EOQ,-8.2,-1.24,17054.571959,1694472.558717,6
clean_6ETY,-8.2,-13.44,411782.288717,40913005.033651,10
clean_6EZ9,-8.2,-1.38,19311616.018338,1918723230.732112,5
clean_6FE5,-8.2,-2.58,7751812613.089103,770188415453.796265,10
clean_6FZG,-8.2,-1.98,11.960343,1188.330814,2
clean_6GLN,-8.2,-3.76,25453.847107,2528990.205144,10
clean_6GX0,-8.2,-9.85,186810.485409,18560726.236369,10
clean_6HWT,-8.2,-5.44,618.56413,61458.003592,3
clean_6JVQ,-8.2,-0.04,130.869037,13002.612632,10
clean_6N3O,-8.2,4.10,12446355.179672,1236618975.776153,2
clean_6NBA,-8.2,6.42,1330936.134637,132236374.093425,2
clean_6NG4,-8.2,-11.92,1561.170145,155111.484294,10
clean_6NG6,-8.2,-11.95,29.478307,2928.844077,10
clean_6NGF,-8.2,-14.20,41.22942,4096.386617,10
clean_6NGI,-8.2,-9.96,34312.102687,3409110.27117,10
clean_6PVC,-8.2,-0.47,25486.668264,2532251.181102,1
clean_6PVE,-8.2,-0.26,5994757.945713,595614645.720663,3
clean_6RBC,-8.2,-6.85,5067799.699139,503515863.312568,10
clean_6S9X,-8.2,-12.58,164.820346,16375.875858,10
clean_6VFA,-8.2,-8.10,4714793.235831,468442584.043601,10
clean_6W89,-8.2,-6.83,134.398176,13353.253446,10
clean_6WV3,-8.2,-6.27,21.000985,2086.572024,10
clean_6WV7,-8.2,-2.19,3159.770213,313941.852652,10
clean_6WVH,-8.2,-1.99,6.991551,694.651961,10
clean_6Z5E,-8.2,-1.17,13910.761285,1382116.380587,10
clean_7AXH,-8.2,NA,NA,NA,0
clean_7B88,-8.2,-5.56,6.855045,681.089208,10
clean_7BG3,-8.2,-4.85,79949837.287152,7943489035.326702,10
clean_7BLE,-8.2,-7.52,3012913.593627,299350779.281844,10
clean_7BOS,-8.2,-6.32,25.776904,2561.087847,10
clean_7C7G,-8.2,-10.11,34607.484823,3438458.23278,10
clean_7MFF,-8.2,-7.83,33887.287721,3366902.392628,10
clean_7MHD,-8.2,-17.90,7245.019848,719835.557821,10
clean_7N2A,-8.2,-7.76,415.866186,41318.764341,10
clean_7NBQ,-8.2,-0.83,2775179.44685,275730486.203963,10
clean_7OKV,-8.2,NA,NA,NA,0
clean_7TS2,-8.2,-10.16,5828.391316,579085.137388,10
clean_7TS7,-8.2,-13.45,757.348827,75247.08376,10
clean_7U30,-8.2,-10.62,12402.726911,1232284.249311,10
clean_7UFJ,-8.2,-6.03,8956901.3071,889921102.251985,10
clean_7UW4,-8.2,-4.52,0.341826,33.962421,10
clean_7X8P,-8.2,-9.35,34354.044543,3413277.442553,10
clean_7XAB,-8.2,-11.65,3021159.851828,300170093.789829,10
clean_7ZT3,-8.2,-14.50,721.123778,71647.910935,10
clean_7ZT5,-8.2,-4.64,9289.756548,922992.238434,10
clean_8AX5,-8.2,-11.48,64.977849,6455.933449,10
clean_8B95,-8.2,-17.46,633764.700778,62968270.135788,10
clean_8BBS,-8.2,-4.39,1847993292.563362,183609059817.228027,10
clean_8D6H,-8.2,-7.08,2.331323,231.63077,10
clean_8F6G,-8.2,-7.62,3850.565097,382576.408707,10
clean_8GUR,-8.2,-12.88,35.796317,3556.575691,10
clean_8Q68,-8.2,1.47,0.053378,5.303373,10
clean_8QT1,-8.2,-2.96,743.283635,73849.623752,10
clean_8RDK,-8.2,7.17,1431972.868921,142274971.020941,3
clean_8UFP,-8.2,-11.39,15.841035,1573.90053,10
clean_8UFQ,-8.2,-6.65,37.63774,3739.531955,10
clean_8WRA,-8.2,3.01,395959.59577,39340926.938125,10
clean_9D8M,-8.2,-9.50,12.515313,1243.470361,10
clean_9FZI,-8.2,-5.01,173.634253,17251.589621,10
Q9HAY6,-8.2,-8.28,8.189883,813.713285,10
clean_1B0L,-8.1,-3.87,4844630897.054436,481342723347.11969,10
clean_1H43,-8.1,-9.68,144407991770.554077,14347787790023.214844,10
clean_1IAS,-8.1,-7.01,175.161785,17403.359003,10
clean_1OXN,-8.1,NA,NA,NA,0
clean_1Q92,-8.1,-10.48,1302.382192,129399.371083,10
clean_1RDT,-8.1,-3.89,0.746895,74.208388,10
clean_1YY4,-8.1,1.56,0.301589,29.964665,5
clean_1Z4Q,-8.1,-8.62,1143265.914249,113590228.103654,10
clean_1ZQ5,-8.1,-11.40,115015893.196918,11427509016.892584,10
clean_2GD5,-8.1,4.85,43224.052502,4294565.176874,1
clean_2GPU,-8.1,-7.31,0.754717,74.985584,10
clean_2H4F,-8.1,-11.81,34676.60267,3445325.499596,10
clean_2JAU,-8.1,-7.94,107779.966987,10708576.965782,10
clean_2OFW,-8.1,-4.83,640678.55408,63655202.339249,10
clean_2QYK,-8.1,-11.03,1705782.142408,169479541.230472,10
clean_2RJ5,-8.1,-2.98,7776.172291,772608.693507,10
clean_2WYA,-8.1,-9.47,587.600107,58381.544772,10
clean_2Z5X,-8.1,-11.34,1233.942398,122599.472868,10
clean_3D7D,-8.1,-6.04,172695.933108,17158362.013475,10
clean_3D7H,-8.1,-10.50,172243.396624,17113399.838109,10
clean_3DHF,-8.1,-8.56,1133261309793.52832,112596211499125.75,10
clean_3E8R,-8.1,3.20,488.707954,48556.024671,8
clean_3ECM,-8.1,-8.86,178.184345,17703.668162,10
clean_3FAL,-8.1,-5.11,3.083547,306.368659,10
clean_3HVL,-8.1,-7.85,53.810575,5346.398796,10
clean_3IAD,-8.1,-5.46,264214.04025,26251227.05584,10
clean_3MP5,-8.1,-12.49,422678.289003,41995587.084253,10
clean_3N0H,-8.1,-4.80,7489.338619,744110.072279,10
clean_3N7S,-8.1,-11.28,5548127.302814,551239250.659254,10
clean_3NXO,-8.1,-6.45,769.62642,76466.935184,10
clean_3OZ0,-8.1,-4.08,3.363545,334.188064,10
clean_3PCU,-8.1,NA,NA,NA,0
clean_3RSN,-8.1,NA,NA,NA,0
clean_3SFH,-8.1,6.34,2467.679891,245178.587225,2
clean_3SIE,-8.1,-12.36,95.736225,9511.959999,10
clean_3SJX,-8.1,-7.03,32037085.914701,3183073903.868275,10
clean_3SX5,-8.1,-4.02,10547.877013,1047993.945262,10
clean_3TWS,-8.1,-8.29,3025828.1126,300633913.098427,10
clean_3VHV,-8.1,-6.33,10.289201,1022.292942,10
clean_3ZMG,-8.1,-12.26,36320809.391887,3608687158.704307,10
clean_4AU8,-8.1,-3.84,157617.021044,15660182.94635,10
clean_4C9W,-8.1,-5.57,643.606666,63946.127571,10
clean_4EE3,-8.1,-8.17,370878.614461,36848983.1546,10
clean_4EH9,-8.1,-8.28,13.610475,1352.281169,10
clean_4EJI,-8.1,-6.25,256.972092,25531.696652,10
clean_4FA3,-8.1,-7.82,915.698511,90980.061066,10
clean_4FAM,-8.1,-5.07,217075044.501971,21567689120.507614,10
clean_4KEB,-8.1,-2.38,121925.283315,12113997.776637,10
clean_4KFO,-8.1,-5.58,7169517267.07995,712333930025.233887,10
clean_4LVA,-8.1,-1.44,83645287.947009,8310653907.616997,10
clean_4NW7,-8.1,-13.01,13182.715776,1309780.75471,10
clean_4O0Z,-8.1,-8.45,8805682272.111317,874896597048.203247,10
clean_4OC0,-8.1,-10.59,71808215.009429,7134570724.95435,10
clean_4OYW,-8.1,-8.23,7.24301,719.635879,10
clean_4PJ7,-8.1,-8.51,13317.394469,1323161.879145,3
clean_4PJH,-8.1,NA,NA,NA,0
clean_4QFD,-8.1,-7.01,63345617.151731,6293761592.953765,10
clean_4R06,-8.1,-1.50,0.125806,12.499572,2
clean_4RMI,-8.1,-6.27,9.80955,974.636818,10
clean_4UCH,-8.1,-8.54,102484.864765,10182477.252833,10
clean_4UEG,-8.1,-4.96,28339.979036,2815744.476399,10
clean_4X3P,-8.1,-0.77,112.822625,11209.594877,4
clean_4XVD,-8.1,-10.81,880485.965764,87481486.543666,10
clean_5ADR,-8.1,-9.50,19172.174401,1904868.881579,10
clean_5DY4,-8.1,-9.17,24.779056,2461.945714,10
clean_5EC9,-8.1,-0.62,1.591137,158.088883,6
clean_5FVU,-8.1,-10.13,123.662384,12286.589033,10
clean_5FWJ,-8.1,-9.58,59527.559139,5914414.955277,10
clean_5HNU,-8.1,-9.00,14337580.689752,1424523412.012704,10
clean_5ITA,-8.1,-8.08,1877.081339,186499.129214,10
clean_5JIX,-8.1,-6.93,2194.205621,218007.301599,10
clean_5JSM,-8.1,3.75,9.27617,921.642324,3
clean_5K1V,-8.1,-12.92,13053909.751867,1296983114.670578,10
clean_5L8O,-8.1,0.57,1074.334548,106741.489289,2
clean_5LIX,-8.1,-7.41,503.492715,50024.978134,10
clean_5N63,-8.1,-1.51,384.26409,38178.909303,5
clean_5NKN,-8.1,-10.10,46.320726,4602.238015,10
clean_5NR8,-8.1,-11.07,22994.821026,2284671.425107,10
clean_5NRA,-8.1,-15.45,239.246904,23770.594492,10
clean_5O1F,-8.1,-5.47,144.674981,14374.31477,10
clean_5O1V,-8.1,-1.04,3.181303,316.081223,8
clean_5O6J,-8.1,-7.10,1460.713029,145130.475814,10
clean_5OF0,-8.1,-5.57,13994383307.40181,1390424722932.729736,4
clean_5OMH,-8.1,-6.87,5.013513,498.122205,10
clean_5QIK,-8.1,-2.06,138.43745,13754.579123,10
clean_5QTZ,-8.1,-2.15,2.836179,281.791173,7
clean_5SKE,-8.1,-11.24,18106684.570776,1799006167.298298,10
clean_5VCC,-8.1,-3.62,243269.707931,24170283.807299,10
clean_5VUX,-8.1,-8.55,193.010541,19176.738453,10
clean_5VV2,-8.1,-9.98,67.017773,6658.612025,10
clean_5VV5,-8.1,-10.16,286.236947,28439.333034,10
clean_5Y7N,-8.1,-7.48,597872.017249,59402119.812806,10
clean_5YQM,-8.1,-9.25,12.641666,1256.024217,10
clean_6AD9,-8.1,NA,NA,NA,0
clean_6AZU,-8.1,-9.21,41.570647,4130.289579,10
clean_6AZV,-8.1,-11.20,1.404124,139.508049,10
clean_6FZP,-8.1,-2.11,145.652123,14471.399608,10
clean_6GG8,-8.1,-4.64,9.774384,971.142835,10
clean_6GGG,-8.1,0.61,970.404885,96415.462849,10
clean_6GJH,-8.1,-8.18,267.718606,26599.426367,10
clean_6GLG,-8.1,-8.43,87565.707375,8700170.757139,10
clean_6GLJ,-8.1,-9.49,3083792.36708,306393004.49284,10
clean_6GLT,-8.1,-8.54,147263.06813,14631456.506861,10
clean_6HHJ,-8.1,-10.62,1203.120336,119537.118766,10
clean_6L71,-8.1,-2.49,325323.360545,32322799.3341,10
clean_6LB4,-8.1,-1.57,0.34418,34.196311,9
clean_6MCQ,-8.1,-1.07,1027545.679927,102092738.631606,10
clean_6NG2,-8.1,-10.60,1128.033353,112076.783061,10
clean_6NG5,-8.1,-9.92,393.665884,39113.03316,10
clean_6NG7,-8.1,-10.12,491.822231,48865.44649,10
clean_6NG8,-8.1,-7.94,44.545642,4425.872881,10
clean_6NGB,-8.1,-10.66,43.956231,4367.311446,10
clean_6POC,-8.1,-12.57,3844.568461,381980.607503,10
clean_6SSU,-8.1,-4.22,4.434027,440.546799,10
clean_6SSW,-8.1,0.05,189.7128,18849.088346,10
clean_6W8B,-8.1,NA,NA,NA,0
clean_6WJY,-8.1,-6.42,58.426014,5804.969972,10
clean_6WNJ,-8.1,-0.47,85878.138558,8532500.817433,10
clean_7BKG,-8.1,0.66,430.141199,42737.071274,3
clean_7C7H,-8.1,-11.06,14960494.917941,1486413623.543703,10
clean_7CXF,-8.1,-1.41,0.237741,23.620992,1
clean_7FY0,-8.1,0.75,90569.297447,8998595.189447,10
clean_7OKS,-8.1,-4.94,68.562709,6812.110491,10
clean_7Q5D,-8.1,-11.00,1287.484062,127919.153749,10
clean_7S1Q,-8.1,-7.05,989525.553194,98315214.247944,10
clean_7SER,-8.1,-11.08,207494.596099,20615814.927593,10
clean_7UOH,-8.1,-12.58,370035.782707,36765242.836652,10
clean_7XVY,-8.1,-3.50,454.255466,45132.966366,7
clean_8B92,-8.1,-14.49,157595.460862,15658040.814712,10
clean_8COJ,-8.1,-5.41,4.148811,412.2089,10
clean_8DEW,-8.1,-6.27,41.344511,4107.821647,10
clean_8E9Y,-8.1,0.33,19085.665151,1896273.676177,10
clean_8FGI,-8.1,-10.16,115.925484,11517.882279,10
clean_8FGK,-8.1,-9.27,16982.865724,1687348.120365,10
clean_8FZ3,-8.1,-9.33,7536581837.73263,748803965377.076294,10
clean_8GUT,-8.1,-4.66,17.421129,1730.892194,10
clean_8OU2,-8.1,-3.74,437.782508,43496.280551,10
clean_8SVQ,-8.1,-0.99,82.316386,8178.619681,3
clean_8U7C,-8.1,-3.71,14.728754,1463.388778,4
clean_8VGY,-8.1,-9.96,3445.270207,342307.965082,10
clean_8XQO,-8.1,-1.04,20.515505,2038.336674,10
clean_9BTY,-8.1,-14.19,365048.335942,36269710.512418,10
clean_9CGR,-8.1,-8.47,2053937.432474,204070827.75549,10
clean_9D8N,-8.1,-9.63,7.248688,720.200042,10
clean_9FZJ,-8.1,-8.86,263.177601,26148.25065,10
clean_9IRX,-8.1,-5.75,123.706071,12290.929554,10
P04899,-8.1,-4.95,23175974136249332.0,2302670057639965952.0,10
P49619,-8.1,-8.15,16.935267,1682.618946,10
P85298,-8.1,-6.94,0.133648,13.278676,10
clean_1DLR,-8.0,-9.21,3233.403899,321257.794802,10
clean_1H44,-8.0,-7.70,3974593007.330892,394899314931.973755,10
clean_1LCT,-8.0,-8.84,199098784.50501,19781641405.748924,10
clean_1O6U,-8.0,-0.28,269.024321,26729.156893,10
clean_1OXQ,-8.0,NA,NA,NA,0
clean_1OY7,-8.0,4.59,306603.259284,30462846.591845,1
clean_1RW8,-8.0,-3.81,184.174485,18298.823994,10
clean_1SHJ,-8.0,10.66,2571866.069956,255530100.125746,2
clean_1TBF,-8.0,-12.89,95.439528,9482.481409,10
clean_1U3Q,-8.0,-3.84,0.137289,13.640503,10
clean_1U3R,-8.0,-4.55,0.281948,28.013163,10
clean_1U3S,-8.0,1.78,94.680172,9407.034911,4
clean_1U9E,-8.0,-0.76,0.053745,5.339898,10
clean_1UDU,-8.0,-10.02,29.286632,2909.800012,10
clean_1X76,-8.0,-4.46,1.600622,159.031306,10
clean_1X78,-8.0,-6.17,1.116902,110.970772,10
clean_1XF0,-8.0,-8.87,268108185270.892242,26638133387707.523438,10
clean_1XG5,-8.0,-11.74,21568850.455825,2142992817.922575,10
clean_1Z4P,-8.0,-3.00,21332062.752464,2119466559.593985,10
clean_2AGD,-8.0,-8.54,309458.027066,30746484.649708,10
clean_2AII,-8.0,-6.57,501214681.978859,49798642070.32766,10
clean_2AMB,-8.0,-3.40,77.884568,7738.292284,6
clean_2BJJ,-8.0,-6.13,389819681.394424,38730890142.896721,10
clean_2C2V,-8.0,NA,NA,NA,0
clean_2EWP,-8.0,-1.28,204.987142,20366.684526,8
clean_2H2D,-8.0,-6.10,29411495976.237049,2922206019765.577148,10
clean_2JBJ,-8.0,-5.67,969704163.064489,96345841945.212646,10
clean_2RCQ,-8.0,NA,NA,NA,0
clean_2W3A,-8.0,-2.06,2136.400061,212263.977444,6
clean_2WKR,-8.0,7.42,71645.19432,7118373.655643,3
clean_3CP9,-8.0,-8.46,1767.424316,175604.05565,10
clean_3EDZ,-8.0,4.91,3183.373769,316287.005514,1
clean_3F2N,-8.0,-2.81,13296.178085,1321053.905959,10
clean_3FAY,-8.0,0.88,245784.850411,24420178.083398,10
clean_3GG3,-8.0,-14.69,1436.134483,142688.451988,10
clean_3GI2,-8.0,-8.94,18.190859,1807.369378,10
clean_3IQ7,-8.0,-2.48,425.135774,42239.752789,10
clean_3KQ7,-8.0,6.48,369.340927,36696.204786,5
clean_3ROD,-8.0,-12.15,12424.231333,1234420.8408,10
clean_3S4Y,-8.0,-5.06,20346791.194114,2021574004.885434,7
clean_3SHY,-8.0,-10.30,110.638454,10992.584525,10
clean_3SJE,-8.0,-7.18,22390099328.42572,2224588749023.092773,10
clean_3SJF,-8.0,-9.20,10432667.769468,1036547225.710129,10
clean_3SMM,-8.0,-8.32,3174.514778,315406.812414,10
clean_3TWR,-8.0,-8.27,66793.843827,6636363.300672,10
clean_3TWV,-8.0,-8.08,140328851.49636,13942501085.995993,10
clean_3V0P,-8.0,-10.40,10327.322652,1026080.565425,10
clean_3ZR0,-8.0,-0.21,6799.474663,675568.009402,2
clean_4BUZ,-8.0,-8.00,3868.334037,384341.857959,10
clean_4D1N,-8.0,-10.80,102053.514956,10139620.099025,10
clean_4EEG,-8.0,-10.47,15999982.860607,1589692896.586659,10
clean_4EEJ,-8.0,-2.40,4808864.869061,477789157.000485,10
clean_4HYH,-8.0,NA,NA,NA,0
clean_4I9Z,-8.0,-14.21,6.110344,607.098769,10
clean_4J24,-8.0,-0.68,11.487608,1141.361812,10
clean_4J26,-8.0,-0.67,1145.198897,113782.281331,3
