Protein_ID,Source,Num_Pockets,Top_Score,Top_Probability,Center_X,Center_Y,Center_Z,Surf_Atoms,Score_Sim,Size_Sim,TM_Score,Rank_Score
clean_6O98,pdb,5,34.49,0.95,-26.323,-20.398,32.629,63.0,0.847259358293875,0.8289473684233033,0.20874,0.6208426085011054
clean_1MVS,pdb,2,32.1,0.941,28.687,11.471,1.872,83.0,0.9271390374355903,0.9078947368433172,0.15575,0.6208172811714499
clean_7L50,pdb,8,25.9,0.909,122.504,-11.893,186.12,67.0,0.865641711234437,0.8815789473699792,0.21679,0.6207022369838853
clean_4P4F,pdb,6,39.67,0.963,20.188,46.627,43.787,78.0,0.6741310160536721,0.9736842105266621,0.24895,0.6206746242634006
clean_2Q8K,pdb,8,30.47,0.934,29.549,12.909,35.955,44.0,0.981617647059438,0.5789473684265929,0.21559,0.6206542662545469
Q9NY93,alphafold,7,28.02,0.886,-8.691,-2.292,0.24,95.0,0.9364973262053309,0.7500000000032895,0.23133,0.6206314652413951
clean_7DP3,pdb,5,26.59,0.915,2.468,60.258,52.005,71.0,0.8887032085598695,0.9342105263166551,0.18741,0.6206256943436395
A7E2Y1,alphafold,18,23.81,0.846,3.462,-19.656,-10.817,72.0,0.795788770060301,0.9473684210533241,0.28229,0.6206105961173926
clean_4TNR,pdb,57,32.59,0.944,-40.441,5.562,58.542,121.0,0.910762032088544,0.4078947368498962,0.28613,0.6205938801026984
Q8NFD2,alphafold,16,37.08,0.938,-3.797,1.605,8.205,85.0,0.7606951871737737,0.8815789473699792,0.24696,0.6204809321717526
clean_5IB4,pdb,7,25.83,0.909,14.906,0.376,7.598,78.0,0.8633021390420018,0.9736842105266621,0.19437,0.6204768488610666
clean_5Q48,pdb,7,28.58,0.926,6.796,15.743,30.024,60.0,0.9552139037448123,0.7894736842132964,0.1817,0.6204701491702921
clean_3D7H,pdb,7,37.62,0.958,19.998,46.47,43.57,64.0,0.742647058832131,0.8421052631599724,0.25082,0.6204679380824234
clean_5Q6X,pdb,6,28.19,0.924,6.719,15.784,30.345,58.0,0.9421791443869593,0.7631578947399584,0.19623,0.6204436183513877
clean_5WBR,pdb,11,33.52,0.947,-4.559,6.911,19.664,100.0,0.8796791443890482,0.6842105263199446,0.22993,0.6204288815098041
clean_4LSZ,pdb,13,31.22,0.938,-0.219,0.14,23.93,68.0,0.9565508021404897,0.8947368421066482,0.14553,0.6203958446387627
clean_4NDF,pdb,4,31.11,0.937,-2.44,-16.061,-38.118,57.0,0.9602272727286021,0.7500000000032895,0.18049,0.6203414545460494
clean_7WPA,pdb,97,35.45,0.953,177.236,188.379,268.182,55.0,0.8151737967976211,0.7236842105299515,0.24756,0.6203271804125193
clean_3L08,pdb,14,26.14,0.911,24.948,-0.767,33.561,103.0,0.8736631016085006,0.6447368421099378,0.26939,0.6202623045326939
clean_3QI4,pdb,7,39.05,0.961,78.874,50.76,39.937,73.0,0.6948529411866695,0.960526315789993,0.24232,0.6202512198163332
clean_4R8Y,pdb,10,26.06,0.91,21.396,34.796,56.557,59.0,0.870989304817146,0.7763157894766275,0.23851,0.620233439911092
clean_4PKH,pdb,28,25.85,0.909,-2.749,1.127,95.652,77.0,0.8639705882398405,0.986842105263331,0.19013,0.6202303281743012
clean_3UA5,pdb,18,36.52,0.956,-5.054,4.16,-13.766,90.0,0.7794117647132549,0.8157894736866343,0.23992,0.6202293003113144
clean_3V0L,pdb,3,26.55,0.915,11.959,-16.731,-4.777,72.0,0.8873663101641923,0.9473684210533241,0.18363,0.620162104138171
clean_1HH4,pdb,8,26.27,0.912,74.609,28.564,54.776,75.0,0.8780080213944516,0.986842105263331,0.18061,0.6201298148052236
clean_7SI5,pdb,7,33.88,0.948,-0.329,-23.26,12.897,58.0,0.867647058827953,0.7631578947399584,0.21465,0.6201052012395865
clean_6JVT,pdb,4,30.18,0.934,32.244,9.893,-16.425,62.0,0.9913101604280979,0.8157894736866343,0.15013,0.6200929794542831
clean_7BOS,pdb,1,36.44,0.956,0.174,14.391,19.515,85.0,0.7820855615046096,0.8815789473699792,0.22176,0.6200790070379198
clean_8GE6,pdb,16,30.55,0.935,160.103,169.894,186.89,96.0,0.9789438502680835,0.7368421052666205,0.1752,0.6200529805802788
clean_4ZG9,pdb,32,24.61,0.9,39.046,50.084,-71.308,57.0,0.8225267379738459,0.7500000000032895,0.27636,0.6200493475950981
clean_5O9V,pdb,17,32.51,0.944,-21.699,-19.276,9.543,100.0,0.9134358288798987,0.6842105263199446,0.21433,0.6200402184079742
clean_8Q1X,pdb,9,24.75,0.901,-2.593,-64.857,23.2,63.0,0.8272058823587163,0.8289473684233033,0.25346,0.6200199133140736
clean_5Q3P,pdb,5,27.89,0.923,6.31,15.721,29.914,58.0,0.9321524064193799,0.7631578947399584,0.20088,0.6199982707578718
clean_4LSJ,pdb,3,29.49,0.931,-9.146,10.514,-17.82,46.0,0.9856283422464696,0.6052631578999308,0.20759,0.619987984239287
clean_8XYA,pdb,47,38.57,0.96,272.4,231.363,187.621,114.0,0.7108957219347963,0.500000000006579,0.34934,0.6199151443876171
clean_4QKN,pdb,1,25.36,0.906,172.649,-7.807,30.219,65.0,0.8475935828927943,0.8552631578966413,0.23266,0.619909032368223
clean_6FZ3,pdb,15,35.49,0.953,16.277,8.288,63.209,79.0,0.813836898401944,0.960526315789993,0.18796,0.6199040112593881
clean_5Q7B,pdb,7,29.13,0.929,6.355,15.9,30.13,54.0,0.9735962566853744,0.7105263157932826,0.18858,0.6199038829164032
clean_5NZY,pdb,3,26.65,0.916,-6.477,15.805,-28.713,66.0,0.8907085561533853,0.8684210526333103,0.2002,0.619863816494008
clean_5SJY,pdb,12,37.48,0.958,56.867,-9.977,14.445,76.0,0.7473262032170014,1.0,0.20747,0.6198532406434002
clean_6SKH,pdb,9,36.76,0.956,20.391,45.551,42.68,60.0,0.7713903743391917,0.7894736842132964,0.24953,0.619837443289168
clean_4AEL,pdb,8,37.92,0.959,40.771,-0.022,-19.715,70.0,0.7326203208645514,0.9210526315799862,0.23362,0.6197773273309088
clean_6BR3,pdb,5,33.84,0.948,19.077,73.315,2.986,65.0,0.8689839572236302,0.8552631578966413,0.19012,0.6197711072343901
clean_1Y1J,pdb,5,29.13,0.929,29.758,45.262,27.48,52.0,0.9735962566853744,0.6842105263199446,0.19479,0.6197563039690693
clean_4K9X,pdb,10,32.12,0.941,22.319,25.324,9.364,44.0,0.9264705882377517,0.5789473684265929,0.23565,0.6197488544902097
clean_5Q3A,pdb,7,28.87,0.928,6.575,15.708,30.008,59.0,0.9649064171134724,0.7763157894766275,0.17672,0.6197008623703573
clean_3SXG,pdb,3,35.76,0.954,14.565,16.552,-5.536,81.0,0.8048128342311227,0.9342105263166551,0.19779,0.6196996194778901
clean_4X90,pdb,27,32.2,0.942,-6.295,-34.803,-24.619,62.0,0.9237967914463971,0.8157894736866343,0.17684,0.6196743056579429
clean_7OY5,pdb,8,23.9,0.893,33.51,9.42,30.338,81.0,0.7987967914505749,0.9342105263166551,0.24646,0.6196644109217805
clean_6G38,pdb,5,27.64,0.922,50.452,46.666,8.829,63.0,0.9237967914463971,0.8289473684233033,0.18851,0.6196580951316097
clean_5MY8,pdb,6,24.55,0.899,12.288,52.855,28.482,69.0,0.8205213903803301,0.9078947368433172,0.23765,0.6196537517603977
clean_4EHK,pdb,6,28.21,0.924,11.006,-1.99,7.738,67.0,0.9428475935847979,0.8815789473699792,0.1643,0.6196474134539576
clean_5CSX,pdb,3,26.87,0.917,20.805,-73.289,88.895,66.0,0.8980614973296103,0.8684210526333103,0.19517,0.6196224047292531
clean_8EWM,pdb,11,31.98,0.941,-15.141,-25.929,-10.777,54.0,0.931149732622622,0.7105263157932826,0.20009,0.6196185781038527
clean_8CVN,pdb,7,26.47,0.914,145.687,124.497,127.108,91.0,0.8846925133728377,0.8026315789499654,0.22043,0.6195736605695641
clean_6G22,pdb,2,29.46,0.931,-2.762,23.87,25.831,56.0,0.9846256684497117,0.7368421052666205,0.1741,0.6195493442166045
clean_5H19,pdb,6,37.39,0.958,19.904,22.102,24.588,78.0,0.750334224607275,0.9736842105266621,0.21175,0.6195352659741211
clean_3LBS,pdb,13,33.2,0.946,-9.729,-21.652,24.334,52.0,0.8903743315544661,0.6842105263199446,0.22294,0.6194719189428877
clean_6R4G,pdb,20,36.35,0.955,41.483,4.278,10.33,94.0,0.7850935828948833,0.7631578947399584,0.24909,0.6194705060529725
clean_4QUH,pdb,7,27.2,0.919,80.012,-2.257,61.26,71.0,0.9090909090939474,0.9342105263166551,0.1713,0.6194592344504551
clean_4TO3,pdb,56,33.5,0.947,34.911,8.708,-6.514,118.0,0.8803475935868869,0.44736842105990304,0.28638,0.6194583608233677
clean_5HBF,pdb,9,36.88,0.956,-30.561,32.467,-11.314,74.0,0.7673796791521598,0.9736842105266621,0.2045,0.6194443568830981
clean_3HJU,pdb,9,26.98,0.918,-22.781,-54.016,-8.81,62.0,0.9017379679177226,0.8157894736866343,0.20524,0.619422540952208
clean_7NDL,pdb,18,36.28,0.955,-3.717,41.847,-31.51,96.0,0.7874331550873185,0.7368421052666205,0.2542,0.6193508415441258
clean_3IAK,pdb,1,35.65,0.954,25.623,-7.115,18.587,59.0,0.8084893048192351,0.7763157894766275,0.23455,0.6193494399115098
clean_4IMO,pdb,1,30.35,0.934,19.229,31.704,12.53,66.0,0.9856283422464697,0.8684210526333103,0.13789,0.6193237737126249
clean_6YA8,pdb,4,23.87,0.893,-20.238,15.14,-0.193,75.0,0.797794117653817,0.986842105263331,0.23294,0.6193190340570965
clean_9C6V,pdb,2,24.86,0.902,-15.839,17.98,20.659,82.0,0.8308823529468288,0.9210526315799862,0.22603,0.6192937337473644
clean_2X7G,pdb,7,24.19,0.896,-26.727,43.448,-7.729,70.0,0.808489304819235,0.9210526315799862,0.24164,0.6192591241218456
clean_7XB8,pdb,10,25.73,0.908,33.616,25.048,28.018,70.0,0.8599598930528087,0.9210526315799862,0.2069,0.6192572417685603
clean_5Q64,pdb,7,28.19,0.924,6.384,15.944,30.612,57.0,0.9421791443869593,0.7500000000032895,0.19651,0.6192398288777208
clean_5Q86,pdb,7,28.53,0.925,6.711,15.63,29.424,55.0,0.9535427807502158,0.7236842105299515,0.19652,0.6191849772030383
clean_9BHL,pdb,24,30.59,0.935,137.815,109.212,99.912,99.0,0.9776069518724062,0.6973684210566136,0.18356,0.6191822324801426
clean_6MSA,pdb,10,37.23,0.957,-17.986,11.019,-35.111,72.0,0.755681818189984,0.9473684210533241,0.2155,0.6191732057433291
clean_6WNY,pdb,3,23.87,0.893,68.51,48.81,6.763,73.0,0.797794117653817,0.960526315789993,0.23913,0.6191634551097628
clean_2H7C,pdb,73,31.55,0.939,22.94,3.691,26.331,38.0,0.9455213903761523,0.500000000006579,0.24588,0.6191562780758882
clean_7AVQ,pdb,4,26.94,0.918,79.129,66.668,32.883,68.0,0.9004010695220455,0.8947368421066482,0.18546,0.6191378981150739
clean_4WSQ,pdb,9,24.16,0.896,-1.933,-16.654,-78.476,72.0,0.807486631022477,0.9473684210533241,0.23524,0.6191301683098278
P31146,alphafold,7,31.76,0.912,1.477,-0.928,2.02,103.0,0.9385026737988469,0.6447368421099378,0.2332,0.6190542189707632
clean_5H14,pdb,12,38.18,0.959,23.051,26.733,18.13,76.0,0.7239304812926495,1.0,0.21626,0.6189900962585299
clean_3OZ0,pdb,3,24.68,0.9,-0.165,-15.643,48.569,74.0,0.8248663101662812,0.9736842105266621,0.21661,0.6189856830859224
clean_1Z4M,pdb,2,28.72,0.927,12.645,39.821,26.936,61.0,0.9598930481296826,0.8026315789499654,0.1716,0.618981767520933
clean_7EVO,pdb,58,37.19,0.957,188.729,154.286,207.367,89.0,0.7570187165856612,0.8289473684233033,0.2439,0.6189584801594625
clean_5Q76,pdb,7,28.63,0.926,6.648,15.685,29.412,59.0,0.9568850267394088,0.7763157894766275,0.18037,0.6189565842955445
clean_6RTW,pdb,6,36.91,0.956,-15.588,11.883,-29.877,66.0,0.766377005355402,0.8684210526333103,0.23007,0.6189455063344114
clean_3FQN,pdb,8,25.29,0.905,8.461,-1.416,-29.519,77.0,0.8452540107003591,0.986842105263331,0.19925,0.6189350126664049
clean_2ZDZ,pdb,5,24.0,0.894,12.225,-5.963,14.907,79.0,0.802139037439768,0.960526315789993,0.23561,0.6189244390669529
clean_7OAL,pdb,14,25.96,0.91,11.378,43.759,-44.925,67.0,0.867647058827953,0.8815789473699792,0.21044,0.6188633065025886
clean_5Q4P,pdb,6,27.64,0.922,6.589,15.836,30.28,60.0,0.9237967914463971,0.7894736842132964,0.19636,0.6188507267106091
clean_8GJU,pdb,83,27.46,0.921,28.332,-103.91,85.249,97.0,0.9177807486658496,0.7236842105299515,0.21653,0.618836570786165
clean_5Q3J,pdb,7,29.06,0.929,6.681,15.63,29.497,57.0,0.9712566844929392,0.7500000000032895,0.17714,0.6188073368989168
clean_2P7Z,pdb,4,31.33,0.938,48.733,-30.035,-96.562,54.0,0.9528743315523773,0.7105263157932826,0.18936,0.6187714978898038
clean_6EJ7,pdb,12,40.58,0.964,1.749,28.871,61.423,75.0,0.643716577552015,0.986842105263331,0.25531,0.6187515260367361
clean_5SDA,pdb,3,28.27,0.924,-29.704,8.832,-25.573,69.0,0.9448529411783136,0.9078947368433172,0.15447,0.6187480619199945
clean_4PNS,pdb,15,28.13,0.924,18.626,20.424,17.651,67.0,0.9401737967934433,0.8815789473699792,0.16322,0.6186806540956866
clean_6A7E,pdb,2,32.42,0.943,18.507,5.148,-2.511,83.0,0.9164438502701724,0.9078947368433172,0.15424,0.6186742437383663
clean_1NMS,pdb,7,26.62,0.915,7.777,-0.563,10.366,74.0,0.8897058823566275,0.9736842105266621,0.17206,0.6186335975239917
clean_4M6J,pdb,2,31.2,0.938,11.046,2.537,-22.157,90.0,0.9572192513383283,0.8157894736866343,0.16049,0.6186187976363291
clean_4RN2,pdb,7,36.96,0.956,16.24,35.231,22.082,86.0,0.7647058823608053,0.8684210526333103,0.23004,0.6185992817354921
clean_8GE5,pdb,17,32.1,0.941,161.286,170.655,187.269,94.0,0.9271390374355903,0.7631578947399584,0.18633,0.618575596961114
clean_4RQV,pdb,7,25.54,0.907,-18.237,1.862,-6.964,66.0,0.8536096256733419,0.8684210526333103,0.22223,0.6185560303979994
clean_2AA6,pdb,16,31.01,0.937,19.499,48.565,15.838,42.0,0.9635695187177952,0.5526315789532549,0.22369,0.6185530616388846
clean_5Q2R,pdb,7,28.06,0.923,6.649,15.89,30.207,64.0,0.9378342246010081,0.8421052631599724,0.17466,0.6185413712361988
clean_6FGQ,pdb,6,35.22,0.952,-9.117,-31.142,-29.791,66.0,0.8228609625727654,0.8684210526333103,0.20379,0.6185302977778842
clean_4FCO,pdb,3,23.81,0.892,-20.878,21.908,-4.338,75.0,0.795788770060301,0.986842105263331,0.2327,0.6185219645383934
clean_4X91,pdb,25,25.99,0.91,6.21,-18.12,22.056,58.0,0.8686497326247108,0.7631578947399584,0.23869,0.6185217359989381
clean_4FRK,pdb,4,24.76,0.901,68.091,49.816,8.784,66.0,0.8275401069576357,0.8684210526333103,0.23961,0.6184941266548581
clean_3QKL,pdb,5,32.76,0.944,-7.949,0.454,18.833,103.0,0.9050802139069158,0.6447368421099378,0.22445,0.6184697269923769
clean_5M9R,pdb,2,31.18,0.937,-24.332,-2.844,-31.638,84.0,0.9578877005361669,0.8947368421066482,0.14076,0.6184552243178982
clean_5Q3Q,pdb,7,28.26,0.924,6.667,15.683,29.595,56.0,0.9445187165793945,0.7368421052666205,0.19663,0.618439953842541
clean_7PRV,pdb,12,30.96,0.937,28.043,11.163,19.291,47.0,0.9652406417123918,0.6184210526365997,0.20608,0.6184222336061383
clean_5Q7Z,pdb,7,28.35,0.925,6.614,15.697,29.371,61.0,0.9475267379696682,0.8026315789499654,0.17785,0.6184085054889303
clean_7MYU,pdb,10,27.01,0.918,65.1,35.349,74.488,60.0,0.9027406417144805,0.7894736842132964,0.20869,0.6183714967642258
clean_4UVX,pdb,7,28.79,0.927,-40.101,-19.471,14.948,85.0,0.9622326203221178,0.8815789473699792,0.14916,0.6183684188014216
clean_5Q2X,pdb,6,27.26,0.919,6.529,15.622,29.852,59.0,0.9110962566874634,0.7763157894766275,0.20703,0.6183628302851554
clean_5WUK,pdb,6,37.47,0.958,12.752,-1.772,-14.928,78.0,0.7476604278159206,0.9736842105266621,0.21009,0.6183365066158503
clean_5Q27,pdb,7,27.86,0.923,6.721,15.649,30.073,59.0,0.9311497326226219,0.7763157894766275,0.19381,0.6182855254721871
Q68CP4,alphafold,17,25.96,0.87,-13.354,-5.522,11.289,56.0,0.867647058827953,0.7368421052666205,0.27508,0.6182456222922527
clean_2DHF,pdb,7,31.56,0.939,5.704,24.358,66.014,89.0,0.9451871657772332,0.8289473684233033,0.16152,0.6182401699977769
clean_3BZE,pdb,23,25.2,0.905,6.223,35.032,76.245,77.0,0.8422459893100853,0.986842105263331,0.19895,0.6182134083883503
clean_5AQL,pdb,7,33.3,0.946,-34.245,20.116,-18.781,97.0,0.8870320855652731,0.7236842105299515,0.21154,0.6181908381660498
clean_5L0V,pdb,10,32.46,0.943,15.734,25.245,12.682,56.0,0.9151069518744951,0.7368421052666205,0.1964,0.6181656009015611
clean_4BFP,pdb,6,31.47,0.939,-38.496,-15.233,14.354,92.0,0.948195187167507,0.7894736842132964,0.16969,0.6181624058548311
clean_1RG2,pdb,14,32.17,0.942,7.17,48.056,-0.475,48.0,0.9247994652431551,0.6315789473732687,0.21853,0.6181297877859578
clean_5U5T,pdb,10,38.13,0.959,22.282,62.019,107.821,79.0,0.725601604287246,0.960526315789993,0.22311,0.6181169524364485
clean_5YF2,pdb,13,26.12,0.911,-56.019,22.367,1.578,81.0,0.872994652410662,0.9342105263166551,0.1918,0.6180399831137979
clean_3VNG,pdb,6,26.5,0.914,10.139,-25.387,-17.527,67.0,0.8856951871695957,0.8815789473699792,0.19626,0.618000932170917
clean_8DM5,pdb,70,27.37,0.92,219.746,168.017,258.144,105.0,0.9147727272755758,0.6184210526365997,0.24298,0.6179886507187752
clean_3BWE,pdb,22,33.15,0.946,15.597,-4.18,28.905,92.0,0.8920454545490628,0.7894736842132964,0.19207,0.6179844593311422
clean_4OS3,pdb,2,31.48,0.939,-1.554,-1.107,6.089,70.0,0.9478609625685875,0.9210526315799862,0.13647,0.6179654556717161
clean_6N0N,pdb,15,32.95,0.945,7.606,3.553,-0.301,49.0,0.8987299465274489,0.6447368421099378,0.22552,0.6179276735164835
clean_4TJW,pdb,16,29.47,0.931,18.889,20.375,17.063,63.0,0.984959893048631,0.8289473684233033,0.14679,0.6179027154520564
clean_8HHQ,pdb,6,25.44,0.906,37.177,-6.786,36.648,70.0,0.8502673796841488,0.9210526315799862,0.2098,0.6178787390948284
clean_1I09,pdb,10,25.58,0.908,33.252,32.716,59.732,93.0,0.854946524069019,0.7763157894766275,0.24212,0.6178688837614665
clean_7JYD,pdb,3,34.02,0.948,39.0,-8.618,-4.923,59.0,0.8629679144430826,0.7763157894766275,0.2081,0.6178651618362792
O76074,alphafold,10,42.23,0.952,-27.851,0.363,19.297,75.0,0.5885695187303288,0.986842105263331,0.28964,0.6178541142723989
clean_1Z4I,pdb,2,27.95,0.923,12.598,39.925,27.312,65.0,0.9341577540128957,0.8552631578966413,0.17138,0.6178098665922434
clean_8TA5,pdb,31,27.53,0.921,104.895,112.525,120.148,110.0,0.9201203208582848,0.5526315789532549,0.25552,0.6177952220669825
clean_5HCV,pdb,15,32.11,0.941,39.376,-24.588,-16.6,48.0,0.926804812836671,0.6315789473732687,0.21739,0.6177748573046612
clean_1S3U,pdb,2,30.83,0.936,28.635,11.425,1.975,90.0,0.9695855614983429,0.8157894736866343,0.15369,0.617772059668332
clean_3ZMS,pdb,10,22.78,0.883,-8.158,57.411,81.342,64.0,0.7613636363716122,0.8421052631599724,0.29089,0.6177392535903197
clean_3V9V,pdb,5,34.21,0.949,8.487,49.015,58.251,60.0,0.8566176470636158,0.7894736842132964,0.20691,0.6177348978340528
clean_5Q1V,pdb,7,28.6,0.926,6.544,15.88,30.151,55.0,0.955882352942651,0.7236842105299515,0.19093,0.6177168916415253
clean_5IB3,pdb,9,25.92,0.909,-15.067,0.786,-7.593,81.0,0.8663101604322757,0.9342105263166551,0.19581,0.6177070847181207
clean_3GZN,pdb,22,20.9,0.863,11.098,93.199,42.302,61.0,0.6985294117747817,0.8026315789499654,0.34706,0.617693040249953
clean_9JOZ,pdb,7,33.84,0.948,130.685,126.737,104.093,109.0,0.8689839572236302,0.5657894736899238,0.25727,0.6176837388137184
clean_6F23,pdb,5,30.54,0.935,-2.133,-9.677,-17.073,60.0,0.9792780748670028,0.7894736842132964,0.15595,0.6176829833947303
clean_1MX9,pdb,127,28.06,0.923,4.99,27.632,102.731,42.0,0.9378342246010081,0.5526315789532549,0.24487,0.6176780028155271
clean_3Q93,pdb,3,29.31,0.93,-1.782,9.727,16.732,63.0,0.979612299465922,0.8289473684233033,0.14964,0.6176731967355147
clean_8E1A,pdb,4,30.26,0.934,27.194,2.291,4.313,39.0,0.9886363636367435,0.513157894743248,0.22106,0.6176670622016736
clean_7UYF,pdb,11,24.48,0.899,-21.933,-87.542,-33.403,99.0,0.8181818181878949,0.6973684210566136,0.28647,0.6176612057432403
clean_5SE1,pdb,3,37.22,0.957,105.019,105.635,60.863,67.0,0.7560160427889033,0.8815789473699792,0.228,0.6176611032947785
clean_4A4V,pdb,9,34.1,0.949,3.591,-8.602,-16.25,94.0,0.8602941176517281,0.7631578947399584,0.2114,0.6176346130043415
clean_4ESG,pdb,12,27.17,0.919,13.464,-25.799,40.719,61.0,0.9080882352971895,0.8026315789499654,0.20012,0.6176288049544345
clean_6W4R,pdb,18,34.51,0.95,7.729,-17.367,-36.274,56.0,0.8465909090960365,0.7368421052666205,0.22379,0.6175183923458694
clean_6ETY,pdb,6,38.18,0.959,19.666,46.02,43.44,64.0,0.7239304812926495,0.8421052631599724,0.25203,0.6175086225745271
clean_7NI4,pdb,75,22.5,0.881,190.586,245.407,231.152,62.0,0.7520053476018714,0.8157894736866343,0.30306,0.6175040168890378
clean_4PHW,pdb,9,35.72,0.954,-11.322,34.686,39.429,67.0,0.8061497326267999,0.8815789473699792,0.20474,0.6174838412623578
clean_7NY2,pdb,9,25.76,0.908,37.528,-4.179,15.947,83.0,0.8609625668495667,0.9078947368433172,0.20516,0.6174459870542451
clean_6CFR,pdb,4,35.0,0.952,-2.301,5.251,-17.039,65.0,0.8302139037489902,0.8552631578966413,0.20045,0.6173490965394621
clean_4CC9,pdb,9,33.02,0.945,-0.207,-43.428,12.29,106.0,0.8963903743350137,0.6052631578999308,0.2351,0.6173443906569959
clean_8JIM,pdb,20,28.66,0.926,108.315,112.499,85.376,97.0,0.9578877005361668,0.7236842105299515,0.18897,0.6173339611602284
clean_4GE9,pdb,22,37.11,0.957,27.724,18.731,-51.606,64.0,0.7596925133770157,0.8421052631599724,0.2352,0.6173290289914003
clean_6QJ5,pdb,9,36.82,0.956,17.147,17.882,14.136,81.0,0.7693850267456757,0.9342105263166551,0.20805,0.6173180579808007
clean_7NY9,pdb,7,34.83,0.951,-10.559,9.158,-6.594,62.0,0.8358957219306186,0.8157894736866343,0.20807,0.6172860917547872
clean_1MVT,pdb,2,33.03,0.945,-5.679,32.52,5.207,81.0,0.8960561497360944,0.9342105263166551,0.15285,0.6172722825788844
clean_4PVU,pdb,10,26.7,0.916,15.39,16.361,12.018,87.0,0.8923796791479819,0.8552631578966413,0.19617,0.6172702516192605
clean_6TX0,pdb,14,39.39,0.962,-8.45,-4.847,-23.767,89.0,0.6834893048234129,0.8289473684233033,0.27265,0.6172525978070129
clean_5Q1I,pdb,4,37.57,0.958,42.064,12.887,1.925,72.0,0.7443181818267274,0.9473684210533241,0.21561,0.6172444784706779
clean_3GID,pdb,21,23.15,0.886,-55.205,-14.859,13.807,82.0,0.7737299465316265,0.9210526315799862,0.26137,0.6171992524643239
clean_3SCK,pdb,36,27.95,0.923,30.431,33.2,64.24,112.0,0.9341577540128957,0.5263157894799169,0.25208,0.6171951297505708
clean_7QQ4,pdb,6,36.9,0.956,-17.135,-10.811,35.071,72.0,0.7667112299543213,0.9473684210533241,0.20575,0.6171790880961966
clean_2E0A,pdb,10,36.67,0.956,49.409,6.679,17.098,105.0,0.7743983957294653,0.6184210526365997,0.28412,0.6171697844095531
clean_5Q5Q,pdb,5,28.27,0.924,6.419,15.632,30.288,61.0,0.9448529411783136,0.8026315789499654,0.17684,0.6171697461306593
clean_6A5S,pdb,19,34.27,0.949,-47.402,-13.229,-28.095,107.0,0.8546122994700998,0.5921052631632617,0.25584,0.6171689862103461
clean_5Q1U,pdb,5,26.45,0.914,6.474,15.783,30.857,65.0,0.8840240641749991,0.8552631578966413,0.20157,0.617159128624664
clean_5SEE,pdb,2,36.91,0.956,36.555,35.298,61.9,73.0,0.766377005355402,0.960526315789993,0.20251,0.6171320326500798
clean_4N3C,pdb,8,22.83,0.884,-2.03,-41.85,14.852,58.0,0.7630347593662086,0.7631578947399584,0.30738,0.6170747413472376
clean_3VJI,pdb,7,35.02,0.952,-15.752,17.92,-13.669,90.0,0.8295454545511516,0.8157894736866343,0.20996,0.6170720382788937
Q8N4C8,alphafold,12,24.39,0.853,-22.702,2.04,5.164,87.0,0.8151737967976211,0.8552631578966413,0.28148,0.6170530751491883
clean_7KRJ,pdb,39,37.48,0.958,147.956,166.437,105.968,50.0,0.7473262032170014,0.6578947368466066,0.28594,0.617030714328061
clean_7CXI,pdb,3,35.93,0.954,22.34,22.468,2.789,83.0,0.7991310160494943,0.9078947368433172,0.20049,0.6170116768942306
clean_4P4E,pdb,6,38.84,0.961,19.707,46.015,43.822,68.0,0.7018716577639749,0.8947368421066482,0.247,0.6169480157634598
clean_5U8A,pdb,7,36.32,0.955,-0.788,-23.35,13.4,65.0,0.7860962566916412,0.8552631578966413,0.21912,0.6168935671279925
clean_8JMZ,pdb,9,25.66,0.908,-15.868,-8.868,7.141,84.0,0.8576203208603737,0.8947368421066482,0.20873,0.6168897483827396
clean_5Q4E,pdb,7,28.22,0.924,6.684,15.919,29.924,61.0,0.943181818183717,0.8026315789499654,0.17697,0.61688752153174
Q5S007,alphafold,40,22.99,0.834,5.945,15.371,-18.395,70.0,0.7683823529489175,0.9210526315799862,0.30223,0.6168737337477821
clean_5Q2L,pdb,5,26.76,0.916,6.582,15.908,30.494,62.0,0.8943850267414979,0.8157894736866343,0.20401,0.616859952716963
clean_6EL6,pdb,4,33.45,0.947,-34.984,-19.786,10.794,50.0,0.8820187165814833,0.6578947368466066,0.22638,0.6168452170009574
Q9NP80,alphafold,12,40.14,0.947,3.522,1.859,-18.14,94.0,0.6584224599044646,0.7631578947399584,0.31184,0.6168362814548888
clean_5NOB,pdb,6,28.76,0.927,10.73,0.099,-14.816,60.0,0.96122994652536,0.7894736842132964,0.16884,0.6168293577264017
clean_6P7Y,pdb,13,24.37,0.898,-97.452,35.697,-12.586,76.0,0.8145053475997825,1.0,0.21129,0.6168170695199565
clean_4I4G,pdb,10,28.65,0.926,-22.239,25.352,-8.856,42.0,0.9575534759372475,0.5526315789532549,0.23057,0.616801853082775
clean_5NHY,pdb,3,31.0,0.937,-1.078,10.071,16.084,63.0,0.9639037433167145,0.8289473684233033,0.15001,0.6167794855056732
clean_1GZU,pdb,11,32.44,0.943,-17.07,59.266,36.12,93.0,0.9157754010723338,0.7763157894766275,0.18271,0.6167706591621296
clean_4OC5,pdb,8,39.53,0.962,19.571,46.273,43.472,70.0,0.6788101604385425,0.9210526315799862,0.25065,0.6167272952457071
clean_5Q9W,pdb,7,28.52,0.925,6.747,15.754,29.591,59.0,0.9532085561512964,0.7763157894766275,0.17736,0.6167172901779221
